niv,siruta,name,postal,jud,sirsup,tip,med,regiune,nuts
1,10,JUDEŢUL ALBA,,1,1,40,0,7,RO121
2,1017,MUNICIPIUL ALBA IULIA,,1,10,1,1,7,RO121
3,1026,ALBA IULIA,510005,1,1017,9,1,7,RO121
3,1035,BĂRĂBANŢ,510001,1,1017,10,1,7,RO121
3,1044,MICEŞTI,510002,1,1017,10,1,7,RO121
3,1053,OARDA,510003,1,1017,10,1,7,RO121
3,1062,PÂCLIŞA,510004,1,1017,10,1,7,RO121
2,1213,MUNICIPIUL AIUD,,1,10,4,1,7,RO121
3,1222,AIUD,515200,1,1213,9,1,7,RO121
3,1231,AIUDUL DE SUS,515201,1,1213,10,1,7,RO121
3,1277,CIUMBRUD,515202,1,1213,11,1,7,RO121
3,1240,GÂMBAŞ,515203,1,1213,10,1,7,RO121
3,1286,GÂRBOVA DE JOS,515204,1,1213,11,1,7,RO121
3,1295,GÂRBOVA DE SUS,515205,1,1213,11,1,7,RO121
3,1302,GÂRBOVIŢA,515206,1,1213,11,1,7,RO121
3,1259,MĂGINA,515207,1,1213,10,1,7,RO121
3,1268,PĂGIDA,515208,1,1213,10,1,7,RO121
3,1311,SÂNCRAI,515209,1,1213,11,1,7,RO121
3,1320,ŢIFRA,515210,1,1213,11,1,7,RO121
2,1348,MUNICIPIUL BLAJ,,1,10,4,1,7,RO121
3,1357,BLAJ,515400,1,1348,9,1,7,RO121
3,1366,DELENI-OBÂRŞIE,515401,1,1348,10,1,7,RO121
3,1375,FLITEŞTI,515402,1,1348,10,1,7,RO121
3,1384,IZVOARELE,515403,1,1348,10,1,7,RO121
3,1428,MĂNĂRADE,515404,1,1348,11,1,7,RO121
3,1393,PETRISAT,515405,1,1348,10,1,7,RO121
3,1437,SPĂTAC,515406,1,1348,11,1,7,RO121
3,1400,TIUR,515407,1,1348,10,1,7,RO121
3,1419,VEZA,515408,1,1348,10,1,7,RO121
2,1874,MUNICIPIUL SEBEŞ,,1,10,4,1,7,RO121
3,1883,SEBEŞ,515800,1,1874,9,1,7,RO121
3,1892,LANCRĂM,515801,1,1874,10,1,7,RO121
3,1909,PETREŞTI,515850,1,1874,10,1,7,RO121
3,1918,RĂHĂU,515802,1,1874,11,1,7,RO121
2,1151,ORAŞ ABRUD,,1,10,2,1,7,RO121
3,1160,ABRUD,515100,1,1151,17,1,7,RO121
3,1179,ABRUD-SAT,515101,1,1151,18,1,7,RO121
3,1188,GURA CORNEI,515102,1,1151,18,1,7,RO121
3,1197,SOHARU,515103,1,1151,18,1,7,RO121
2,2915,ORAŞ BAIA DE ARIEŞ,,1,10,2,1,7,RO121
3,2924,BAIA DE ARIEŞ,515300,1,2915,17,1,7,RO121
3,2933,BRĂZEŞTI,515301,1,2915,19,1,7,RO121
3,2942,CIOARA DE SUS,515302,1,2915,19,1,7,RO121
3,2951,MUNCELU,515303,1,2915,19,1,7,RO121
3,2960,SARTĂŞ,515304,1,2915,19,1,7,RO121
3,2979,SIMULEŞTI,515305,1,2915,19,1,7,RO121
2,1455,ORAŞ CÂMPENI,,1,10,2,1,7,RO121
3,1464,CÂMPENI,515500,1,1455,17,1,7,RO121
3,1473,BONCEŞTI,515501,1,1455,18,1,7,RO121
3,1482,BORLEŞTI,515502,1,1455,18,1,7,RO121
3,1491,BOTEŞTI,515503,1,1455,18,1,7,RO121
3,1507,CERTEGE,515504,1,1455,18,1,7,RO121
3,1516,COASTA VÂSCULUI,515505,1,1455,18,1,7,RO121
3,1525,DĂNDUŢ,515506,1,1455,18,1,7,RO121
3,1534,DEALU BISTRII,515507,1,1455,18,1,7,RO121
3,1543,DEALU CAPSEI,515508,1,1455,18,1,7,RO121
3,1552,DRIC,515509,1,1455,18,1,7,RO121
3,1561,FAŢA ABRUDULUI,515510,1,1455,18,1,7,RO121
3,1570,FLOREŞTI,515511,1,1455,18,1,7,RO121
3,1589,FURDUIEŞTI,515512,1,1455,18,1,7,RO121
3,1598,MIHOEŞTI,515513,1,1455,18,1,7,RO121
3,1605,MOTORĂŞTI,515514,1,1455,18,1,7,RO121
3,1614,PESTE VALEA BISTRII,515515,1,1455,18,1,7,RO121
3,1623,PODURI,515516,1,1455,18,1,7,RO121
3,1632,SORLIŢA,515517,1,1455,18,1,7,RO121
3,1641,TOMUŞEŞTI,515518,1,1455,18,1,7,RO121
3,1650,VALEA BISTRII,515519,1,1455,18,1,7,RO121
3,1669,VALEA CASELOR,515520,1,1455,18,1,7,RO121
3,1678,VÂRŞI,515521,1,1455,18,1,7,RO121
2,1696,ORAŞ CUGIR,,1,10,2,1,7,RO121
3,1703,CUGIR,515600,1,1696,17,1,7,RO121
3,1712,BOCŞITURA,515601,1,1696,18,1,7,RO121
3,1721,BUCURU,515602,1,1696,18,1,7,RO121
3,1730,CĂLENE,515603,1,1696,18,1,7,RO121
3,1749,FEŢENI,515604,1,1696,18,1,7,RO121
3,1758,GOAŞELE,515605,1,1696,18,1,7,RO121
3,1767,MUGEŞTI,515606,1,1696,18,1,7,RO121
3,1776,VINEREA,515607,1,1696,18,1,7,RO121
2,1794,ORAŞ OCNA MUREŞ,,1,10,2,1,7,RO121
3,1801,OCNA MUREŞ,515700,1,1794,17,1,7,RO121
3,1838,CISTEIU DE MUREŞ,515701,1,1794,19,1,7,RO121
3,1847,MICOŞLACA,515702,1,1794,19,1,7,RO121
3,1856,RĂZBOIENI-CETATE,515703,1,1794,19,1,7,RO121
3,1810,UIOARA DE JOS,515704,1,1794,18,1,7,RO121
3,1829,UIOARA DE SUS,515705,1,1794,18,1,7,RO121
2,8096,ORAŞ TEIUŞ,,1,10,2,1,7,RO121
3,8103,TEIUŞ,515900,1,8096,17,1,7,RO121
3,8112,BELDIU,515901,1,8096,19,1,7,RO121
3,8121,CĂPUD,515902,1,8096,19,1,7,RO121
3,8130,COŞLARIU NOU,515903,1,8096,19,1,7,RO121
3,8149,PEŢELCA,515904,1,8096,19,1,7,RO121
2,1936,ORAŞ ZLATNA,,1,10,2,1,7,RO121
3,1945,ZLATNA,516100,1,1936,17,1,7,RO121
3,1954,BOTEŞTI,516101,1,1936,19,1,7,RO121
3,1963,BUDENI,516102,1,1936,19,1,7,RO121
3,1972,DEALU ROATEI,516103,1,1936,19,1,7,RO121
3,1981,DOBROT,516104,1,1936,19,1,7,RO121
3,1990,DUMBRAVA,516105,1,1936,19,1,7,RO121
3,2005,FENEŞ,516106,1,1936,19,1,7,RO121
3,2014,GALAŢI,516107,1,1936,19,1,7,RO121
3,2023,IZVORU AMPOIULUI,516108,1,1936,19,1,7,RO121
3,2032,PĂTRÂNGENI,516109,1,1936,19,1,7,RO121
3,2050,PÂRĂU GRUIULUI,516110,1,1936,19,1,7,RO121
3,2041,PIRITA,516111,1,1936,19,1,7,RO121
3,2069,PODU LUI PAUL,516112,1,1936,19,1,7,RO121
3,2078,RUNC,516113,1,1936,19,1,7,RO121
3,2087,RUŞI,516114,1,1936,19,1,7,RO121
3,2096,SUSENI,516115,1,1936,19,1,7,RO121
3,2103,TRÂMPOIELE,516116,1,1936,19,1,7,RO121
3,2112,VALEA MICĂ,516117,1,1936,19,1,7,RO121
3,2121,VÂLTORI,516118,1,1936,19,1,7,RO121
2,2130,ALBAC,,1,10,3,3,7,RO121
3,2149,ALBAC,517005,1,2130,22,3,7,RO121
3,2158,BĂRĂŞTI,517006,1,2130,23,3,7,RO121
3,2167,BUDĂIEŞTI,517007,1,2130,23,3,7,RO121
3,2176,CIONEŞTI,517008,1,2130,23,3,7,RO121
3,2185,COSTEŞTI,517009,1,2130,23,3,7,RO121
3,2194,DEALU LĂMĂŞOI,517011,1,2130,23,3,7,RO121
3,2201,DEVE,517012,1,2130,23,3,7,RO121
3,2210,DUPĂ PLEŞE,517013,1,2130,23,3,7,RO121
3,2229,FAŢA,517014,1,2130,23,3,7,RO121
3,2238,PLEŞEŞTI,517016,1,2130,23,3,7,RO121
3,2247,POTIONCI,517017,1,2130,23,3,7,RO121
3,2256,ROGOZ,517018,1,2130,23,3,7,RO121
3,2265,ROŞEŞTI,517019,1,2130,23,3,7,RO121
3,2274,RUSEŞTI,517021,1,2130,23,3,7,RO121
3,2283,SOHODOL,517022,1,2130,23,3,7,RO121
3,2292,TAMBOREŞTI,517023,1,2130,23,3,7,RO121
2,2309,ALMAŞU MARE,,1,10,3,3,7,RO121
3,2318,ALMAŞU MARE,517030,1,2309,22,3,7,RO121
3,2327,ALMAŞU DE MIJLOC,517031,1,2309,23,3,7,RO121
3,2336,BRĂDET,517032,1,2309,23,3,7,RO121
3,2345,CHEILE CIBULUI,517033,1,2309,23,3,7,RO121
3,2354,CIB,517034,1,2309,23,3,7,RO121
3,2363,GLOD,517036,1,2309,23,3,7,RO121
3,2372,NĂDĂŞTIA,517038,1,2309,23,3,7,RO121
2,2381,ARIEŞENI,,1,10,3,3,7,RO121
3,2390,ARIEŞENI,517040,1,2381,22,3,7,RO121
3,2407,AVRĂMEŞTI,517041,1,2381,23,3,7,RO121
3,2416,BUBEŞTI,517042,1,2381,23,3,7,RO121
3,2425,CASA DE PIATRĂ,517043,1,2381,23,3,7,RO121
3,2434,COBLEŞ,517044,1,2381,23,3,7,RO121
3,2443,DEALU BAJULUI,517046,1,2381,23,3,7,RO121
3,2452,FAŢA CRISTESEI,517047,1,2381,23,3,7,RO121
3,2461,FAŢA LĂPUŞULUI,517048,1,2381,23,3,7,RO121
3,2470,GALBENA,517049,1,2381,23,3,7,RO121
3,2489,HODOBANA,517051,1,2381,23,3,7,RO121
3,2498,IZLAZ,517052,1,2381,23,3,7,RO121
3,2504,PĂNTEŞTI,517053,1,2381,23,3,7,RO121
3,2513,PĂTRĂHĂIŢEŞTI,517054,1,2381,23,3,7,RO121
3,2522,POIENIŢA,517056,1,2381,23,3,7,RO121
3,2531,RAVICEŞTI,517057,1,2381,23,3,7,RO121
3,2540,STURU,517058,1,2381,23,3,7,RO121
3,2559,ŞTEI-ARIEŞENI,517059,1,2381,23,3,7,RO121
3,2568,VANVUCEŞTI,517061,1,2381,23,3,7,RO121
2,2577,AVRAM IANCU,,1,10,3,3,7,RO121
3,2586,AVRAM IANCU,517065,1,2577,22,3,7,RO121
3,2595,ACHIMEŢEŞTI,517066,1,2577,23,3,7,RO121
3,2602,AVRĂMEŞTI,517067,1,2577,23,3,7,RO121
3,2611,BĂDĂI,517068,1,2577,23,3,7,RO121
3,2620,BOLDEŞTI,517069,1,2577,23,3,7,RO121
3,2639,CĂLUGĂREŞTI,517071,1,2577,23,3,7,RO121
3,2648,CĂSOAIA,517072,1,2577,23,3,7,RO121
3,2657,CÂNDEŞTI,517073,1,2577,23,3,7,RO121
3,2666,CÂRĂŞTI,517074,1,2577,23,3,7,RO121
3,2675,CÂRŢULEŞTI,517076,1,2577,23,3,7,RO121
3,2684,COCEŞTI,517077,1,2577,23,3,7,RO121
3,2693,COCOŞEŞTI,517078,1,2577,23,3,7,RO121
3,2700,COROIEŞTI,517079,1,2577,23,3,7,RO121
3,2719,DEALU CRIŞULUI,517081,1,2577,23,3,7,RO121
3,2728,DOLEŞTI,517082,1,2577,23,3,7,RO121
3,2737,DUMĂCEŞTI,517083,1,2577,23,3,7,RO121
3,2746,GOJEIEŞTI,517084,1,2577,23,3,7,RO121
3,2755,HELEREŞTI,517086,1,2577,23,3,7,RO121
3,2764,INCEŞTI,517087,1,2577,23,3,7,RO121
3,2773,JOJEI,517088,1,2577,23,3,7,RO121
3,2782,MĂRTEŞTI,517089,1,2577,23,3,7,RO121
3,2791,ORGEŞTI,517091,1,2577,23,3,7,RO121
3,2808,PĂTRUŢEŞTI,517092,1,2577,23,3,7,RO121
3,2817,PLAI,517093,1,2577,23,3,7,RO121
3,2826,PUŞELEŞTI,517094,1,2577,23,3,7,RO121
3,2835,ŞOICEŞTI,517096,1,2577,23,3,7,RO121
3,2844,ŞTERTEŞTI,517097,1,2577,23,3,7,RO121
3,2853,TÂRSA,517098,1,2577,23,3,7,RO121
3,2862,TÂRSA-PLAI,517099,1,2577,23,3,7,RO121
3,2871,VALEA MACIULUI,517101,1,2577,23,3,7,RO121
3,2880,VALEA UŢULUI,517102,1,2577,23,3,7,RO121
3,2899,VERDEŞTI,517103,1,2577,23,3,7,RO121
3,2906,VIDRIŞOARA,517104,1,2577,23,3,7,RO121
2,2988,BERGHIN,,1,10,3,3,7,RO121
3,2997,BERGHIN,517110,1,2988,22,3,7,RO121
3,3002,GHIRBOM,517111,1,2988,23,3,7,RO121
3,3011,HENIG,517112,1,2988,23,3,7,RO121
3,3020,STRAJA,517113,1,2988,23,3,7,RO121
2,3039,BISTRA,,1,10,3,3,7,RO121
3,3048,BISTRA,517115,1,3039,22,3,7,RO121
3,3057,ARONEŞTI,517116,1,3039,23,3,7,RO121
3,3066,BĂLEŞTI,517117,1,3039,23,3,7,RO121
3,3075,BĂLEŞTI-CĂTUN,517118,1,3039,23,3,7,RO121
3,3084,BÂRLEŞTI,517119,1,3039,23,3,7,RO121
3,3093,CHELETENI,517121,1,3039,23,3,7,RO121
3,3100,CIULDEŞTI,517122,1,3039,23,3,7,RO121
3,3119,CREŢEŞTI,517123,1,3039,23,3,7,RO121
3,3137,DÂMBURENI,517124,1,3039,23,3,7,RO121
3,3128,DEALU MUNTELUI,517126,1,3039,23,3,7,RO121
3,3146,DURĂŞTI,517127,1,3039,23,3,7,RO121
3,3155,GĂNEŞTI,517128,1,3039,23,3,7,RO121
3,3164,GÂRDE,517129,1,3039,23,3,7,RO121
3,3173,HODIŞEŞTI,517131,1,3039,23,3,7,RO121
3,3182,HUDRICEŞTI,517132,1,3039,23,3,7,RO121
3,3191,LIPAIA,517133,1,3039,23,3,7,RO121
3,3208,LUNCA LARGĂ,517134,1,3039,23,3,7,RO121
3,3217,LUNCA MERILOR,517136,1,3039,23,3,7,RO121
3,3226,MIHĂIEŞTI,517137,1,3039,23,3,7,RO121
3,3235,NĂMAŞ,517138,1,3039,23,3,7,RO121
3,3244,NOVĂCEŞTI,517139,1,3039,23,3,7,RO121
3,3253,PERJEŞTI,517141,1,3039,23,3,7,RO121
3,3262,POIANA,517142,1,3039,23,3,7,RO121
3,3271,POIU,517143,1,3039,23,3,7,RO121
3,3280,RĂTITIŞ,517144,1,3039,23,3,7,RO121
3,3299,RUNCURI,517146,1,3039,23,3,7,RO121
3,3306,SĂLĂGEŞTI,517147,1,3039,23,3,7,RO121
3,3315,ŞTEFANCA,517148,1,3039,23,3,7,RO121
3,3324,TOLĂCEŞTI,517149,1,3039,23,3,7,RO121
3,3333,TOMNATEC,517151,1,3039,23,3,7,RO121
3,3342,TRIŞOREŞTI,517152,1,3039,23,3,7,RO121
3,3351,ŢĂRĂNEŞTI,517153,1,3039,23,3,7,RO121
3,3379,VÂRŞII MARI,517156,1,3039,23,3,7,RO121
3,3388,VÂRŞII MICI,517157,1,3039,23,3,7,RO121
3,3360,VÂRŞI-RONTU,517154,1,3039,23,3,7,RO121
2,3397,BLANDIANA,,1,10,3,3,7,RO121
3,3404,BLANDIANA,517160,1,3397,22,3,7,RO121
3,3413,ACMARIU,517161,1,3397,23,3,7,RO121
3,3422,IBRU,517162,1,3397,23,3,7,RO121
3,3431,POIENI,517163,1,3397,23,3,7,RO121
3,3440,RĂCĂTĂU,517164,1,3397,23,3,7,RO121
2,9026,BUCERDEA GRÂNOASĂ,,1,10,3,3,7,RO121
3,4204,BUCERDEA GRÂNOASĂ,517261,1,9026,22,3,7,RO121
3,4213,CORNU,517262,1,9026,23,3,7,RO121
3,4222,PĂDURE,517263,1,9026,23,3,7,RO121
3,4231,PÂNCA,517264,1,9026,23,3,7,RO121
2,3459,BUCIUM,,1,10,3,3,7,RO121
3,3468,BUCIUM,517165,1,3459,22,3,7,RO121
3,3477,ANGHELEŞTI,517166,1,3459,23,3,7,RO121
3,3486,BISERICANI,517167,1,3459,23,3,7,RO121
3,3495,BUCIUM-SAT,517168,1,3459,23,3,7,RO121
3,3501,CERBU,517169,1,3459,23,3,7,RO121
3,3510,CIUCULEŞTI,517171,1,3459,23,3,7,RO121
3,3529,COLEŞENI,517172,1,3459,23,3,7,RO121
3,3538,DOGĂREŞTI,517173,1,3459,23,3,7,RO121
3,3547,FEREŞTI,517174,1,3459,23,3,7,RO121
3,3556,FLOREŞTI,517176,1,3459,23,3,7,RO121
3,3565,GURA IZBITEI,517177,1,3459,23,3,7,RO121
3,3574,HELEŞTI,517178,1,3459,23,3,7,RO121
3,3583,IZBICIOARA,517179,1,3459,23,3,7,RO121
3,3592,IZBITA,517181,1,3459,23,3,7,RO121
3,3609,JURCUIEŞTI,517182,1,3459,23,3,7,RO121
3,3618,LUPULEŞTI,517183,1,3459,23,3,7,RO121
3,3627,MĂGURA,517184,1,3459,23,3,7,RO121
3,3636,MUNTARI,517186,1,3459,23,3,7,RO121
3,3645,PETRENI,517187,1,3459,23,3,7,RO121
3,3654,POIANA,517188,1,3459,23,3,7,RO121
3,3663,POIENI,517189,1,3459,23,3,7,RO121
3,3672,STÂLNIŞOARA,517191,1,3459,23,3,7,RO121
3,3681,VALEA ABRUZEL,517192,1,3459,23,3,7,RO121
3,3690,VALEA ALBĂ,517193,1,3459,23,3,7,RO121
3,3707,VALEA CERBULUI,517194,1,3459,23,3,7,RO121
3,3716,VALEA NEGRILESII,517196,1,3459,23,3,7,RO121
3,3725,VALEA POIENII,517197,1,3459,23,3,7,RO121
3,3734,VALEA ŞESII,517198,1,3459,23,3,7,RO121
3,3743,VĂLENI,517199,1,3459,23,3,7,RO121
3,3752,VÂLCEA,517201,1,3459,23,3,7,RO121
2,4106,CÂLNIC,,1,10,3,3,7,RO121
3,4115,CÂLNIC,517205,1,4106,22,3,7,RO121
3,4133,DEAL,517207,1,4106,23,3,7,RO121
2,3761,CENADE,,1,10,3,3,7,RO121
3,3770,CENADE,517210,1,3761,22,3,7,RO121
3,3789,CAPU DEALULUI,517211,1,3761,23,3,7,RO121
3,3798,GORGAN,517212,1,3761,23,3,7,RO121
2,3805,CERGĂU,,1,10,3,3,7,RO121
3,3814,CERGĂU MARE,517216,1,3805,22,3,7,RO121
3,3823,CERGĂU MIC,517217,1,3805,23,3,7,RO121
3,3832,LUPU,517218,1,3805,23,3,7,RO121
2,3841,CERU-BĂCĂINŢI,,1,10,3,3,7,RO121
3,3850,CERU-BĂCĂINŢI,517220,1,3841,22,3,7,RO121
3,3869,BOLOVĂNEŞTI,517221,1,3841,23,3,7,RO121
3,3878,BULBUC,517222,1,3841,23,3,7,RO121
3,3887,CUCUTA,517223,1,3841,23,3,7,RO121
3,3896,CURPENI,517224,1,3841,23,3,7,RO121
3,3903,DUMBRĂVIŢA,517226,1,3841,23,3,7,RO121
3,3912,FÂNTÂNELE,517227,1,3841,23,3,7,RO121
3,3921,GROŞI,517228,1,3841,23,3,7,RO121
3,3930,VALEA MARE,517229,1,3841,23,3,7,RO121
3,3949,VIEZURI,517231,1,3841,23,3,7,RO121
2,3958,CETATEA DE BALTĂ,,1,10,3,3,7,RO121
3,3967,CETATEA DE BALTĂ,517235,1,3958,22,3,7,RO121
3,3976,CRACIUNELU DE SUS,517236,1,3958,23,3,7,RO121
3,3985,SÂNTĂMĂRIE,517237,1,3958,23,3,7,RO121
3,3994,TĂTÂRLAUA,517238,1,3958,23,3,7,RO121
2,1071,CIUGUD,,1,10,3,3,7,RO121
3,1080,CIUGUD,517240,1,1071,22,3,7,RO121
3,1099,DRÂMBAR,517241,1,1071,23,3,7,RO121
3,1115,HĂPRIA,517243,1,1071,23,3,7,RO121
3,1106,LIMBA,517242,1,1071,23,3,7,RO121
3,1124,ŞEUŞA,517244,1,1071,23,3,7,RO121
3,1133,TELEAC,517246,1,1071,23,3,7,RO121
2,4008,CIURULEASA,,1,10,3,3,7,RO121
3,4017,CIURULEASA,517250,1,4008,22,3,7,RO121
3,4026,BIDIGEŞTI,517251,1,4008,23,3,7,RO121
3,4035,BODREŞTI,517252,1,4008,23,3,7,RO121
3,4044,BOGLEŞTI,517253,1,4008,23,3,7,RO121
3,4053,BUNINGINEA,517254,1,4008,23,3,7,RO121
3,4062,GHEDULEŞTI,517256,1,4008,23,3,7,RO121
3,4071,MĂTIŞEŞTI,517257,1,4008,23,3,7,RO121
3,4080,MORĂREŞTI,517258,1,4008,23,3,7,RO121
3,4099,VULCAN,517259,1,4008,23,3,7,RO121
2,4188,CRĂCIUNELU DE JOS,,1,10,3,3,7,RO121
3,4197,CRĂCIUNELU DE JOS,517260,1,4188,22,3,7,RO121
2,4142,CRICĂU,,1,10,3,3,7,RO121
3,4151,CRICĂU,517265,1,4142,22,3,7,RO121
3,4160,CRAIVA,517266,1,4142,23,3,7,RO121
3,4179,TIBRU,517267,1,4142,23,3,7,RO121
2,9019,CUT,,1,10,3,3,7,RO121
3,4124,CUT,517206,1,9019,22,3,7,RO121
2,4240,DAIA ROMÂNĂ,,1,10,3,3,7,RO121
3,4259,DAIA ROMÂNĂ,517270,1,4240,22,3,7,RO121
2,4268,DOŞTAT,,1,10,3,3,7,RO121
3,4277,DOŞTAT,517275,1,4268,22,3,7,RO121
3,4286,BOZ,517276,1,4268,23,3,7,RO121
3,4295,DEALU DOŞTATULUI,517277,1,4268,23,3,7,RO121
2,4302,FĂRĂU,,1,10,3,3,7,RO121
3,4311,FĂRĂU,517280,1,4302,22,3,7,RO121
3,4320,HERIA,517281,1,4302,23,3,7,RO121
3,4339,MEDVEŞ,517282,1,4302,23,3,7,RO121
3,4348,SÂNBENEDIC,517283,1,4302,23,3,7,RO121
3,4357,ŞILEA,517284,1,4302,23,3,7,RO121
2,4366,GALDA DE JOS,,1,10,3,3,7,RO121
3,4375,GALDA DE JOS,517285,1,4366,22,3,7,RO121
3,4384,BENIC,517286,1,4366,23,3,7,RO121
3,4393,CETEA,517287,1,4366,23,3,7,RO121
3,4400,GALDA DE SUS,517288,1,4366,23,3,7,RO121
3,4419,LUPŞENI,517289,1,4366,23,3,7,RO121
3,4428,MĂGURA,517291,1,4366,23,3,7,RO121
3,4437,MESENTEA,517292,1,4366,23,3,7,RO121
3,4446,OIEJDEA,517293,1,4366,23,3,7,RO121
3,4455,POIANA GALDEI,517294,1,4366,23,3,7,RO121
3,4464,RĂICANI,517296,1,4366,23,3,7,RO121
3,4473,ZĂGRIŞ,517297,1,4366,23,3,7,RO121
2,4482,GÂRBOVA,,1,10,3,3,7,RO121
3,4491,GÂRBOVA,517305,1,4482,22,3,7,RO121
3,4507,CĂRPINIŞ,517306,1,4482,23,3,7,RO121
3,4516,RECIU,517307,1,4482,23,3,7,RO121
2,4525,GÂRDA DE SUS,,1,10,3,3,7,RO121
3,4534,GÂRDA DE SUS,517310,1,4525,22,3,7,RO121
3,4543,BIHARIA,517311,1,4525,23,3,7,RO121
3,4552,DEALU FRUMOS,517312,1,4525,23,3,7,RO121
3,4561,DEALU ORDÂNCUŞII,517313,1,4525,23,3,7,RO121
3,4570,DOBREŞTI,517314,1,4525,23,3,7,RO121
3,4598,GÂRDA SEACĂ,517316,1,4525,23,3,7,RO121
3,4589,GHEŢARI,517317,1,4525,23,3,7,RO121
3,4605,HANĂŞEŞTI,517318,1,4525,23,3,7,RO121
3,4614,HUZĂREŞTI,517319,1,4525,23,3,7,RO121
3,4623,IZVOARELE,517321,1,4525,23,3,7,RO121
3,4632,MUNUNĂ,517322,1,4525,23,3,7,RO121
3,4641,OCOALE,517323,1,4525,23,3,7,RO121
3,4650,PLAI,517324,1,4525,23,3,7,RO121
3,4669,PLIŞTI,517326,1,4525,23,3,7,RO121
3,4678,SCOARŢA,517327,1,4525,23,3,7,RO121
3,4696,SNIDE,517328,1,4525,23,3,7,RO121
3,4687,SUCEŞTI,517329,1,4525,23,3,7,RO121
2,4703,HOPÂRTA,,1,10,3,3,7,RO121
3,4712,HOPÂRTA,517335,1,4703,22,3,7,RO121
3,4721,SILIVAŞ,517336,1,4703,23,3,7,RO121
3,4730,ŞPĂLNACA,517337,1,4703,23,3,7,RO121
3,4749,TURDAŞ,517338,1,4703,23,3,7,RO121
3,4758,VAMA SEACĂ,517339,1,4703,23,3,7,RO121
2,4767,HOREA,,1,10,3,3,7,RO121
3,4776,HOREA,517340,1,4767,22,3,7,RO121
3,4785,BABA,517341,1,4767,23,3,7,RO121
3,4794,BUTEŞTI,517342,1,4767,23,3,7,RO121
3,4801,DÂRLEŞTI,517343,1,4767,23,3,7,RO121
3,4810,FERICET,517344,1,4767,23,3,7,RO121
3,4829,GIURGIUŢ,517346,1,4767,23,3,7,RO121
3,4838,MĂNCEŞTI,517347,1,4767,23,3,7,RO121
3,4847,MĂTIŞEŞTI,517348,1,4767,23,3,7,RO121
3,4856,NICULEŞTI,517349,1,4767,23,3,7,RO121
3,4865,PĂTRUŞEŞTI,517351,1,4767,23,3,7,RO121
3,4874,PETREASA,517352,1,4767,23,3,7,RO121
3,4883,PRELUCA,517353,1,4767,23,3,7,RO121
3,4892,TEIU,517354,1,4767,23,3,7,RO121
3,4909,TRIFEŞTI,517356,1,4767,23,3,7,RO121
3,4918,ZÂNZEŞTI,517357,1,4767,23,3,7,RO121
2,4927,IGHIU,,1,10,3,3,7,RO121
3,4936,IGHIU,517360,1,4927,22,3,7,RO121
3,4945,BUCERDEA VINOASĂ,517361,1,4927,23,3,7,RO121
3,4954,IGHIEL,517362,1,4927,23,3,7,RO121
3,4963,ŞARD,517363,1,4927,23,3,7,RO121
3,4972,ŢELNA,517364,1,4927,23,3,7,RO121
2,4981,ÎNTREGALDE,,1,10,3,3,7,RO121
3,4990,ÎNTREGALDE,517365,1,4981,22,3,7,RO121
3,5005,DEALU GEOAGIULUI,517366,1,4981,23,3,7,RO121
3,5014,GHIONCANI,517367,1,4981,23,3,7,RO121
3,5023,ILIEŞTI,517368,1,4981,23,3,7,RO121
3,5032,IVĂNIŞ,517369,1,4981,23,3,7,RO121
3,5041,MĂRINEŞTI,517371,1,4981,23,3,7,RO121
3,5050,MODOLEŞTI,517372,1,4981,23,3,7,RO121
3,5069,NECRILEŞTI,517373,1,4981,23,3,7,RO121
3,5078,POPEŞTI,517374,1,4981,23,3,7,RO121
3,5087,SFÂRCEA,517376,1,4981,23,3,7,RO121
3,5096,TECŞEŞTI,517377,1,4981,23,3,7,RO121
2,5103,JIDVEI,,1,10,3,3,7,RO121
3,5112,JIDVEI,517385,1,5103,22,3,7,RO121
3,5121,BĂLCACIU,517386,1,5103,23,3,7,RO121
3,5130,CĂPÂLNA DE JOS,517387,1,5103,23,3,7,RO121
3,5149,FEISA,517388,1,5103,23,3,7,RO121
3,5158,VESEUŞ,517389,1,5103,23,3,7,RO121
2,5167,LIVEZILE,,1,10,3,3,7,RO121
3,5176,LIVEZILE,517390,1,5167,22,3,7,RO121
3,5185,IZVOARELE,517391,1,5167,23,3,7,RO121
3,5194,POIANA AIUDULUI,517392,1,5167,23,3,7,RO121
3,5201,VĂLIŞOARA,517393,1,5167,23,3,7,RO121
2,5210,LOPADEA NOUĂ,,1,10,3,3,7,RO121
3,5229,LOPADEA NOUĂ,517395,1,5210,22,3,7,RO121
3,5238,ASINIP,517396,1,5210,23,3,7,RO121
3,5256,BĂGĂU,517397,1,5210,23,3,7,RO121
3,5247,BEŢA,517398,1,5210,23,3,7,RO121
3,5265,CICÂRD,517399,1,5210,23,3,7,RO121
3,5274,CIUGUZEL,517401,1,5210,23,3,7,RO121
3,5283,OCNIŞOARA,517402,1,5210,23,3,7,RO121
3,5292,ODVEREM,517403,1,5210,23,3,7,RO121
2,5309,LUNCA MUREŞULUI,,1,10,3,3,7,RO121
3,5318,LUNCA MUREŞULUI,517405,1,5309,22,3,7,RO121
3,5327,GURA ARIEŞULUI,517406,1,5309,23,3,7,RO121
2,5336,LUPŞA,,1,10,3,3,7,RO121
3,5345,LUPŞA,517410,1,5336,22,3,7,RO121
