niv,siruta,name,postal,jud,sirsup,tip,med,regiune,nuts
3,42370,STAŢIUNEA CLIMATERICĂ SÂMBĂTA,507267,8,42464,23,3,7,RO122
2,41925,SÂNPETRU,,8,83,3,3,7,RO122
3,41934,SÂNPETRU,507190,8,41925,22,3,7,RO122
2,41818,ŞERCAIA,,8,83,3,3,7,RO122
3,41827,ŞERCAIA,507195,8,41818,22,3,7,RO122
3,41836,HĂLMEAG,507196,8,41818,23,3,7,RO122
3,41845,VAD,507197,8,41818,23,3,7,RO122
2,41854,ŞINCA,,8,83,3,3,7,RO122
3,41863,ŞINCA VECHE,507206,8,41854,22,3,7,RO122
3,41872,BUCIUM,507201,8,41854,23,3,7,RO122
3,41881,OHABA,507202,8,41854,23,3,7,RO122
3,41890,PERŞANI,507203,8,41854,23,3,7,RO122
3,41907,ŞERCĂIŢA,507204,8,41854,23,3,7,RO122
3,41916,VÂLCEA,507207,8,41854,23,3,7,RO122
2,42449,ŞINCA NOUĂ,,8,83,3,3,7,RO122
3,41658,ŞINCA NOUĂ,507210,8,42449,22,3,7,RO122
3,41649,PALTIN,507211,8,42449,23,3,7,RO122
2,41943,ŞOARŞ,,8,83,3,3,7,RO122
3,41952,ŞOARŞ,507215,8,41943,22,3,7,RO122
3,41961,BĂRCUT,507216,8,41943,23,3,7,RO122
3,41970,FELMER,507217,8,41943,23,3,7,RO122
3,41989,RODBAV,507218,8,41943,23,3,7,RO122
3,41998,SELIŞTAT,507219,8,41943,23,3,7,RO122
2,42003,TĂRLUNGENI,,8,83,3,3,7,RO122
3,42012,TĂRLUNGENI,507220,8,42003,22,3,7,RO122
3,42021,CĂRPINIŞ,507221,8,42003,23,3,7,RO122
3,42030,PURCĂRENI,507222,8,42003,23,3,7,RO122
3,42049,ZIZIN,507223,8,42003,23,3,7,RO122
2,42058,TELIU,,8,83,3,3,7,RO122
3,42067,TELIU,507225,8,42058,22,3,7,RO122
2,42076,TICUŞU,,8,83,3,3,7,RO122
3,42085,TICUŞU VECHI,507232,8,42076,22,3,7,RO122
3,42094,COBOR,507231,8,42076,23,3,7,RO122
2,42101,UCEA,,8,83,3,3,7,RO122
3,42110,UCEA DE JOS,507238,8,42101,22,3,7,RO122
3,42129,CORBI,507236,8,42101,23,3,7,RO122
3,42138,FELDIOARA,507237,8,42101,23,3,7,RO122
3,42147,UCEA DE SUS,507239,8,42101,23,3,7,RO122
2,42156,UNGRA,,8,83,3,3,7,RO122
3,42165,UNGRA,507240,8,42156,22,3,7,RO122
3,42174,DĂIŞOARA,507241,8,42156,23,3,7,RO122
2,42183,VAMA BUZĂULUI,,8,83,3,3,7,RO122
3,42192,VAMA BUZĂULUI,507245,8,42183,22,3,7,RO122
3,42209,ACRIŞ,507246,8,42183,23,3,7,RO122
3,42218,BUZĂIEL,507247,8,42183,23,3,7,RO122
3,42227,DĂLGHIU,507248,8,42183,23,3,7,RO122
2,42236,VIŞTEA,,8,83,3,3,7,RO122
3,42245,VIŞTEA DE JOS,507254,8,42236,22,3,7,RO122
3,42263,OLTEŢ,507252,8,42236,23,3,7,RO122
3,42272,RUCĂR,507253,8,42236,23,3,7,RO122
3,42281,VIŞTEA DE SUS,507256,8,42236,23,3,7,RO122
3,42290,VIŞTIŞOARA,507257,8,42236,23,3,7,RO122
2,42307,VOILA,,8,83,3,3,7,RO122
3,42316,VOILA,507260,8,42307,22,3,7,RO122
3,42325,CINCŞOR,507261,8,42307,23,3,7,RO122
3,42334,DRIDIF,507262,8,42307,23,3,7,RO122
3,42343,LUDIŞOR,507263,8,42307,23,3,7,RO122
3,42352,SÂMBĂTA DE JOS,507264,8,42307,23,3,7,RO122
3,42389,VOIVODENI,507268,8,42307,23,3,7,RO122
2,42398,VULCAN,,8,83,3,3,7,RO122
3,42405,VULCAN,507270,8,42398,22,3,7,RO122
3,42414,COLONIA 1 MAI,507271,8,42398,23,3,7,RO122
1,92,JUDEŢUL BRĂILA,,9,1,40,0,2,RO221
2,42682,MUNICIPIUL BRĂILA,,9,92,1,1,2,RO221
3,42691,BRĂILA,810001,9,42682,9,1,2,RO221
2,42753,ORAŞ FĂUREI,,9,92,2,1,2,RO221
3,42762,FĂUREI,815100,9,42753,17,1,2,RO221
2,43331,ORAŞ IANCA,,9,92,2,1,2,RO221
3,43340,IANCA,815200,9,43331,17,1,2,RO221
3,43359,BERLEŞTI,815201,9,43331,19,1,2,RO221
3,43368,GARA IANCA,815202,9,43331,19,1,2,RO221
3,43377,OPRIŞENEŞTI,815203,9,43331,19,1,2,RO221
3,43386,PERIŞORU,815204,9,43331,19,1,2,RO221
3,43395,PLOPU,815205,9,43331,19,1,2,RO221
3,43402,TÂRLELE FILIU,815206,9,43331,19,1,2,RO221
2,43411,ORAŞ ÎNSURĂŢEI,,9,92,2,1,2,RO221
3,43420,ÎNSURĂŢEI,815300,9,43411,17,1,2,RO221
3,43439,LACU REZII,815301,9,43411,19,1,2,RO221
3,43448,MĂRU ROŞU,815302,9,43411,19,1,2,RO221
3,43457,VALEA CĂLMĂŢUIULUI,815303,9,43411,19,1,2,RO221
2,42824,BĂRĂGANUL,,9,92,3,3,2,RO221
3,42833,BĂRĂGANUL,817005,9,42824,22,3,2,RO221
2,42842,BERTEŞTII DE JOS,,9,92,3,3,2,RO221
3,42851,BERTEŞTII DE JOS,817010,9,42842,22,3,2,RO221
3,42860,BERTEŞTII DE SUS,817011,9,42842,23,3,2,RO221
3,42879,GURA CĂLMĂŢUI,817012,9,42842,23,3,2,RO221
3,42888,GURA GÂRLUŢEI,817013,9,42842,23,3,2,RO221
3,42897,NICOLEŞTI,817014,9,42842,23,3,2,RO221
3,42904,SPIRU HARET,817016,9,42842,23,3,2,RO221
2,42913,BORDEI VERDE,,9,92,3,3,2,RO221
3,42922,BORDEI VERDE,817020,9,42913,22,3,2,RO221
3,42931,CONSTANTIN GABRIELESCU,817021,9,42913,23,3,2,RO221
3,42940,FILIU,817022,9,42913,23,3,2,RO221
3,42959,LIŞCOTEANCA,817023,9,42913,23,3,2,RO221
2,44560,CAZASU,,9,92,3,3,2,RO221
3,44275,CAZASU,817181,9,44560,22,3,2,RO221
2,42708,CHISCANI,,9,92,3,3,2,RO221
3,42717,CHISCANI,817025,9,42708,22,3,2,RO221
3,42726,LACU SĂRAT,817026,9,42708,23,3,2,RO221
3,42735,VĂRSĂTURA,817027,9,42708,23,3,2,RO221
2,42968,CIOCILE,,9,92,3,3,2,RO221
3,42977,CIOCILE,817030,9,42968,22,3,2,RO221
3,43000,CHICHINEŢU,817031,9,42968,23,3,2,RO221
3,42986,CHIOIBĂŞEŞTI,817032,9,42968,23,3,2,RO221
3,42995,ODĂIENI,817033,9,42968,23,3,2,RO221
2,43019,CIREŞU,,9,92,3,3,2,RO221
3,43028,CIREŞU,817035,9,43019,22,3,2,RO221
3,43037,BATOGU,817036,9,43019,23,3,2,RO221
3,43046,IONEŞTI,817037,9,43019,23,3,2,RO221
3,43055,SCĂRLĂTEŞTI,817038,9,43019,23,3,2,RO221
3,43064,VULTURENI,817039,9,43019,23,3,2,RO221
2,43073,DUDEŞTI,,9,92,3,3,2,RO221
3,43082,DUDEŞTI,817040,9,43073,22,3,2,RO221
3,43091,BUMBĂCARI,817041,9,43073,23,3,2,RO221
3,43108,TĂTARU,817042,9,43073,23,3,2,RO221
2,43117,FRECĂŢEI,,9,92,3,3,2,RO221
3,43126,FRECĂŢEI,817045,9,43117,22,3,2,RO221
3,43135,AGAUA,817046,9,43117,23,3,2,RO221
3,43144,CISTIA,817047,9,43117,23,3,2,RO221
3,43153,SALCIA,817048,9,43117,23,3,2,RO221
3,43162,STOIENEŞTI,817049,9,43117,23,3,2,RO221
3,43171,TITCOV,817051,9,43117,23,3,2,RO221
2,43180,GALBENU,,9,92,3,3,2,RO221
3,43199,GALBENU,817055,9,43180,22,3,2,RO221
3,43206,DROGU,817056,9,43180,23,3,2,RO221
3,43215,PÂNTECANI,817057,9,43180,23,3,2,RO221
3,43224,SĂTUC,817058,9,43180,23,3,2,RO221
3,43233,ZAMFIREŞTI,817059,9,43180,23,3,2,RO221
2,43242,GEMENELE,,9,92,3,3,2,RO221
3,43251,GEMENELE,817060,9,43242,22,3,2,RO221
3,43260,GĂVANI,817061,9,43242,23,3,2,RO221
2,43279,GRĂDIŞTEA,,9,92,3,3,2,RO221
3,43288,GRADIŞTEA,817065,9,43279,22,3,2,RO221
3,43297,IBRIANU,817066,9,43279,23,3,2,RO221
3,43304,MARALOIU,817067,9,43279,23,3,2,RO221
2,43313,GROPENI,,9,92,3,3,2,RO221
3,43322,GROPENI,817070,9,43313,22,3,2,RO221
2,43466,JIRLĂU,,9,92,3,3,2,RO221
3,43475,JIRLĂU,817075,9,43466,22,3,2,RO221
3,43484,BRĂDEANCA,817076,9,43466,23,3,2,RO221
2,43493,MĂRAŞU,,9,92,3,3,2,RO221
3,43509,MĂRAŞU,817080,9,43493,22,3,2,RO221
3,43518,BĂNDOIU,817081,9,43493,23,3,2,RO221
3,43527,MĂGURENI,817082,9,43493,23,3,2,RO221
3,43536,NEDEICU,817083,9,43493,23,3,2,RO221
3,43545,PLOPI,817084,9,43493,23,3,2,RO221
3,43554,ŢĂCĂU,817086,9,43493,23,3,2,RO221
2,43563,MĂXINENI,,9,92,3,3,2,RO221
3,43572,MĂXINENI,817090,9,43563,22,3,2,RO221
3,43581,CORBU NOU,817091,9,43563,23,3,2,RO221
3,43590,CORBU VECHI,817092,9,43563,23,3,2,RO221
3,43607,LATINU,817093,9,43563,23,3,2,RO221
3,43616,VOINEŞTI,817094,9,43563,23,3,2,RO221
2,43625,MIRCEA VODĂ,,9,92,3,3,2,RO221
3,43634,MIRCEA VODĂ,817095,9,43625,22,3,2,RO221
3,43643,DEDULEŞTI,817096,9,43625,23,3,2,RO221
2,43652,MOVILA MIRESII,,9,92,3,3,2,RO221
3,43661,MOVILA MIRESII,817100,9,43652,22,3,2,RO221
3,43670,ESNA,817101,9,43652,23,3,2,RO221
3,43689,ŢEPEŞ VODĂ,817102,9,43652,23,3,2,RO221
2,43698,RACOVIŢĂ,,9,92,3,3,2,RO221
3,43705,RACOVIŢĂ,817105,9,43698,22,3,2,RO221
3,43714,CORBENI,817106,9,43698,23,3,2,RO221
3,43723,CUSTURA,817107,9,43698,23,3,2,RO221
2,43732,RÂMNICELU,,9,92,3,3,2,RO221
3,43741,RÂMNICELU,817110,9,43732,22,3,2,RO221
3,43750,BOARCA,817111,9,43732,23,3,2,RO221
3,43769,CONSTANTINEŞTI,817112,9,43732,23,3,2,RO221
3,43778,MIHAIL KOGĂLNICEANU,817113,9,43732,23,3,2,RO221
2,43787,ROMANU,,9,92,3,3,2,RO221
3,43796,ROMANU,817115,9,43787,22,3,2,RO221
3,43803,OANCEA,817116,9,43787,23,3,2,RO221
2,43812,ROŞIORI,,9,92,3,3,2,RO221
3,43821,ROŞIORI,817120,9,43812,22,3,2,RO221
3,43830,COLŢEA,817121,9,43812,23,3,2,RO221
3,43849,FLORICA,817122,9,43812,23,3,2,RO221
3,43858,PRIBEAGU,817123,9,43812,23,3,2,RO221
2,43867,SALCIA TUDOR,,9,92,3,3,2,RO221
3,43876,SALCIA TUDOR,817125,9,43867,22,3,2,RO221
3,43885,ARICIU,817126,9,43867,23,3,2,RO221
3,43894,CUZA VODĂ,817127,9,43867,23,3,2,RO221
3,43901,GULIANCA,817128,9,43867,23,3,2,RO221
3,43910,OLĂNEASCA,817129,9,43867,23,3,2,RO221
2,43929,SCORŢARU NOU,,9,92,3,3,2,RO221
3,43938,SCORŢARU NOU,817130,9,43929,22,3,2,RO221
3,43947,DEŞIRAŢI,817131,9,43929,23,3,2,RO221
3,43956,GURGUIEŢI,817132,9,43929,23,3,2,RO221
3,43965,NICOLAE BĂLCESCU,817133,9,43929,23,3,2,RO221
3,43974,PITULAŢI,817134,9,43929,23,3,2,RO221
3,43983,SIHLEANU,817136,9,43929,23,3,2,RO221
2,43992,SILIŞTEA,,9,92,3,3,2,RO221
3,44006,SILIŞTEA,817140,9,43992,22,3,2,RO221
3,44015,COTU LUNG,817141,9,43992,23,3,2,RO221
3,44024,COTU MIHALEA,817142,9,43992,23,3,2,RO221
3,44033,MĂRTĂCEŞTI,817143,9,43992,23,3,2,RO221
3,44042,MUCHEA,817144,9,43992,23,3,2,RO221
3,44051,VAMEŞU,817146,9,43992,23,3,2,RO221
2,44060,STĂNCUŢA,,9,92,3,3,2,RO221
3,44079,STĂNCUŢA,817150,9,44060,22,3,2,RO221
3,44088,CUZA VODĂ,817151,9,44060,23,3,2,RO221
3,44097,POLIZEŞTI,817152,9,44060,23,3,2,RO221
3,44104,STANCA,817153,9,44060,23,3,2,RO221
2,44113,SURDILA-GĂISEANCA,,9,92,3,3,2,RO221
3,44122,SURDILA-GĂISEANCA,817155,9,44113,22,3,2,RO221
3,44131,FILIPEŞTI,817156,9,44113,23,3,2,RO221
2,42771,SURDILA-GRECI,,9,92,3,3,2,RO221
3,42780,SURDILA-GRECI,817160,9,42771,22,3,2,RO221
3,42799,BRATEŞU VECHI,817161,9,42771,23,3,2,RO221
3,42806,FĂUREI-SAT,817162,9,42771,23,3,2,RO221
3,42815,HORIA,817163,9,42771,23,3,2,RO221
2,44140,ŞUŢEŞTI,,9,92,3,3,2,RO221
3,44159,ŞUŢEŞTI,817165,9,44140,22,3,2,RO221
3,44168,MIHAIL KOGĂLNICEANU,817166,9,44140,23,3,2,RO221
2,44177,TICHILEŞTI,,9,92,3,3,2,RO221
3,44186,TICHILEŞTI,817170,9,44177,22,3,2,RO221
3,44195,ALBINA,817171,9,44177,23,3,2,RO221
2,44202,TRAIAN,,9,92,3,3,2,RO221
3,44211,TRAIAN,817175,9,44202,22,3,2,RO221
3,44220,CĂLDĂRUŞA,817176,9,44202,23,3,2,RO221
3,44239,SILISTRARU,817177,9,44202,23,3,2,RO221
3,44248,URLEASCA,817178,9,44202,23,3,2,RO221
2,44257,TUDOR VLADIMIRESCU,,9,92,3,3,2,RO221
3,44266,TUDOR VLADIMIRESCU,817180,9,44257,22,3,2,RO221
3,44284,COMĂNEASCA,817182,9,44257,23,3,2,RO221
3,44293,SCORŢARU VECHI,817183,9,44257,23,3,2,RO221
2,44300,TUFEŞTI,,9,92,3,3,2,RO221
3,44319,TUFEŞTI,817185,9,44300,22,3,2,RO221
2,44328,ULMU,,9,92,3,3,2,RO221
3,44337,ULMU,817190,9,44328,22,3,2,RO221
3,44346,JUGUREANU,817191,9,44328,23,3,2,RO221
2,44355,UNIREA,,9,92,3,3,2,RO221
3,44364,UNIREA,817195,9,44355,22,3,2,RO221
3,44373,MOROTEŞTI,817196,9,44355,23,3,2,RO221
3,44382,VALEA CÂNEPII,817197,9,44355,23,3,2,RO221
2,44391,VĂDENI,,9,92,3,3,2,RO221
3,44408,VĂDENI,817200,9,44391,22,3,2,RO221
3,44417,BALDOVINEŞTI,817201,9,44391,23,3,2,RO221
3,44426,PIETROIU,817202,9,44391,23,3,2,RO221
2,44435,VICTORIA,,9,92,3,3,2,RO221
3,44444,VICTORIA,817205,9,44435,22,3,2,RO221
3,44453,MIHAI BRAVU,817206,9,44435,23,3,2,RO221
2,44462,VIŞANI,,9,92,3,3,2,RO221
3,44471,VIŞANI,817210,9,44462,22,3,2,RO221
3,44480,CÂINENI-BĂI,817211,9,44462,23,3,2,RO221
3,44499,PLĂSOIU,817212,9,44462,23,3,2,RO221
2,44505,VIZIRU,,9,92,3,3,2,RO221
3,44514,VIZIRU,817215,9,44505,22,3,2,RO221
3,44523,LANURILE,817216,9,44505,23,3,2,RO221
2,44532,ZĂVOAIA,,9,92,3,3,2,RO221
3,44541,ZĂVOAIA,817220,9,44532,22,3,2,RO221
3,44550,DUDESCU,817221,9,44532,23,3,2,RO221
1,109,JUDEŢUL BUZĂU,,10,1,40,0,2,RO222
2,44818,MUNICIPIUL BUZĂU,,10,109,1,1,2,RO222
3,44827,BUZĂU,120001,10,44818,9,1,2,RO222
2,44845,MUNICIPIUL RÂMNICU SĂRAT,,10,109,4,1,2,RO222
3,44854,RÂMNICU SĂRAT,125300,10,44845,9,1,2,RO222
2,47916,ORAŞ NEHOIU,,10,109,2,1,2,RO222
3,47925,NEHOIU,125100,10,47916,17,1,2,RO222
3,47934,BÂSCA ROZILEI,125101,10,47916,19,1,2,RO222
3,47943,CHIRLEŞTI,125102,10,47916,19,1,2,RO222
3,47952,CURMĂTURA,125103,10,47916,19,1,2,RO222
3,47961,LUNCA PRIPORULUI,125104,10,47916,19,1,2,RO222
3,47970,MLĂJET,125105,10,47916,19,1,2,RO222
3,47989,NEHOIAŞU,125106,10,47916,19,1,2,RO222
3,47998,PĂLTINENI,125107,10,47916,19,1,2,RO222
3,48003,STĂNILA,125108,10,47916,19,1,2,RO222
3,48012,VINEŢIŞU,125109,10,47916,19,1,2,RO222
2,48325,ORAŞ PĂTÂRLAGELE,,10,109,2,1,2,RO222
3,48334,PĂTÂRLAGELE,127430,10,48325,17,1,2,RO222
3,48343,CALEA CHIOJDULUI,127431,10,48325,19,1,2,RO222
3,48352,CRÂNG,127432,10,48325,19,1,2,RO222
3,48361,FUNDĂTURILE,127433,10,48325,19,1,2,RO222
3,48370,GORNET,127434,10,48325,19,1,2,RO222
3,48389,LUNCA,127436,10,48325,19,1,2,RO222
3,48405,MĂNĂSTIREA,127437,10,48325,19,1,2,RO222
3,48398,MĂRUNŢIŞU,127438,10,48325,19,1,2,RO222
3,48414,MUŞCEL,127439,10,48325,18,1,2,RO222
3,48423,POIENILE,127441,10,48325,18,1,2,RO222
3,48432,SIBICIU DE SUS,127442,10,48325,18,1,2,RO222
3,48441,STROEŞTI,127443,10,48325,18,1,2,RO222
3,48450,VALEA LUPULUI,127444,10,48325,18,1,2,RO222
3,48469,VALEA SIBICIULUI,127446,10,48325,18,1,2,RO222
3,48478,VALEA VIEI,127447,10,48325,18,1,2,RO222
2,48744,ORAŞ POGOANELE,,10,109,2,1,2,RO222
3,48753,POGOANELE,125200,10,48744,17,1,2,RO222
3,48762,CĂLDĂRĂŞTI,125201,10,48744,18,1,2,RO222
2,44863,AMARU,,10,109,3,3,2,RO222
3,44872,AMARU,127005,10,44863,22,3,2,RO222
3,44881,CÂMPENI,127006,10,44863,23,3,2,RO222
3,44890,DULBANU,127007,10,44863,23,3,2,RO222
3,44907,LACU SINAIA,127008,10,44863,23,3,2,RO222
3,44916,LUNCA,127009,10,44863,23,3,2,RO222
3,44925,SCORŢEANCA,127011,10,44863,23,3,2,RO222
2,44934,BALTA ALBĂ,,10,109,3,3,2,RO222
3,44943,BALTA ALBĂ,127015,10,44934,22,3,2,RO222
3,44952,AMARA,127016,10,44934,23,3,2,RO222
3,44961,BĂILE,127017,10,44934,23,3,2,RO222
3,44970,STĂVĂRĂŞTI,127018,10,44934,23,3,2,RO222
2,44989,BĂLĂCEANU,,10,109,3,3,2,RO222
3,44998,BĂLĂCEANU,127020,10,44989,22,3,2,RO222
2,45003,BECENI,,10,109,3,3,2,RO222
3,45012,BECENI,127025,10,45003,22,3,2,RO222
3,45021,ARBĂNAŞI,127026,10,45003,23,3,2,RO222
3,45030,CĂRPINIŞTEA,127027,10,45003,23,3,2,RO222
3,45049,DOGARI,127028,10,45003,23,3,2,RO222
3,45058,FLOREŞTI,127029,10,45003,23,3,2,RO222
3,45067,GURA DIMIENII,127031,10,45003,23,3,2,RO222
3,45076,IZVORU DULCE,127032,10,45003,23,3,2,RO222
3,45085,MĂRGĂRIŢI,127033,10,45003,23,3,2,RO222
3,45094,VALEA PĂRULUI,127034,10,45003,23,3,2,RO222
2,45101,BERCA,,10,109,3,3,2,RO222
3,45110,BERCA,127035,10,45101,22,3,2,RO222
3,45129,BĂCENI,127036,10,45101,23,3,2,RO222
3,45138,COJANU,127037,10,45101,23,3,2,RO222
3,45147,JOSENI,127038,10,45101,23,3,2,RO222
3,45156,MÂNĂSTIREA RĂTEŞTI,127039,10,45101,23,3,2,RO222
3,45165,PÂCLELE,127041,10,45101,23,3,2,RO222
3,45174,PLEŞCOI,127042,10,45101,23,3,2,RO222
3,45183,PLEŞEŞTI,127043,10,45101,23,3,2,RO222
3,45192,RĂTEŞTI,127044,10,45101,23,3,2,RO222
3,45209,SĂTUC,127046,10,45101,23,3,2,RO222
3,45218,TÂŢÂRLIGU,127047,10,45101,23,3,2,RO222
3,45227,VALEA NUCULUI,127048,10,45101,23,3,2,RO222
3,45236,VIFORÂTA,127049,10,45101,23,3,2,RO222
2,45245,BISOCA,,10,109,3,3,2,RO222
3,45254,BISOCA,127055,10,45245,22,3,2,RO222
3,45263,BĂLTĂGARI,127056,10,45245,23,3,2,RO222
3,45272,LACURILE,127057,10,45245,23,3,2,RO222
3,45281,LOPĂTĂREASA,127058,10,45245,23,3,2,RO222
3,45290,PLEŞI,127059,10,45245,23,3,2,RO222
3,45307,RECEA,127061,10,45245,23,3,2,RO222
3,45316,SĂRILE,127062,10,45245,23,3,2,RO222
3,45325,ŞINDRILA,127063,10,45245,23,3,2,RO222
2,45334,BLĂJANI,,10,109,3,3,2,RO222
3,45343,BLĂJANI,127065,10,45334,22,3,2,RO222
3,45352,SOREŞTI,127066,10,45334,23,3,2,RO222
2,45361,BOLDU,,10,109,3,3,2,RO222
3,45370,BOLDU,127070,10,45361,22,3,2,RO222
2,45389,BOZIORU,,10,109,3,3,2,RO222
3,45398,BOZIORU,127075,10,45389,22,3,2,RO222
3,45405,BUDUILE,127076,10,45389,23,3,2,RO222
3,45414,FIŞICI,127077,10,45389,23,3,2,RO222
3,45423,GĂVANELE,127078,10,45389,23,3,2,RO222
3,45432,GRESIA,127079,10,45389,23,3,2,RO222
3,45441,IZVOARELE,127081,10,45389,23,3,2,RO222
3,45450,NUCU,127082,10,45389,23,3,2,RO222
3,45469,SCĂENI,127083,10,45389,23,3,2,RO222
3,45478,ULMET,127084,10,45389,23,3,2,RO222
3,45487,VĂVĂLUCILE,127086,10,45389,23,3,2,RO222
2,45496,BRĂDEANU,,10,109,3,3,2,RO222
3,45502,BRĂDEANU,127090,10,45496,22,3,2,RO222
3,45511,MITROPOLIA,127091,10,45496,23,3,2,RO222
3,45520,SMÂRDAN,127092,10,45496,23,3,2,RO222
2,45539,BRĂEŞTI,,10,109,3,3,2,RO222
3,45548,BRĂEŞTI,127095,10,45539,22,3,2,RO222
3,45557,BRĂTILEŞTI,127096,10,45539,23,3,2,RO222
3,45566,GOIDEŞTI,127097,10,45539,23,3,2,RO222
3,45575,IVĂNEŢU,127098,10,45539,23,3,2,RO222
3,45593,PÂRSCOVELU,127099,10,45539,23,3,2,RO222
3,45584,PINU,127101,10,45539,23,3,2,RO222
3,45600,RUGINOASA,127102,10,45539,23,3,2,RO222
2,45619,BREAZA,,10,109,3,3,2,RO222
3,45628,BREAZA,127105,10,45619,22,3,2,RO222
3,45637,BĂDENI,127106,10,45619,23,3,2,RO222
3,45646,GRECEANCA,127107,10,45619,23,3,2,RO222
3,45655,VĂLEANCA-VILĂNEŞTI,127108,10,45619,23,3,2,RO222
3,45664,VISPEŞTI,127109,10,45619,23,3,2,RO222
2,45673,BUDA,,10,109,3,3,2,RO222
3,45682,BUDA,127110,10,45673,22,3,2,RO222
3,45691,ALEXANDRU ODOBESCU,127111,10,45673,23,3,2,RO222
3,45708,DĂNULEŞTI,127112,10,45673,23,3,2,RO222
3,45717,MUCEŞTI-DĂNULEŞTI,127113,10,45673,23,3,2,RO222
3,45726,SPIDELE,127114,10,45673,23,3,2,RO222
3,45735,TOROPĂLEŞTI,127116,10,45673,23,3,2,RO222
3,45744,VALEA LARGĂ,127117,10,45673,23,3,2,RO222
2,45815,C.A. ROSETTI,,10,109,3,3,2,RO222
3,45824,C.A. ROSETTI,127120,10,45815,22,3,2,RO222
3,45833,BĂLTENI,127121,10,45815,23,3,2,RO222
3,45842,BÂLHACU,127122,10,45815,23,3,2,RO222
3,45851,COTU CIORII,127123,10,45815,23,3,2,RO222
3,45860,LUNCA,127124,10,45815,23,3,2,RO222
3,45879,VIZIRENI,127126,10,45815,23,3,2,RO222
2,45753,CALVINI,,10,109,3,3,2,RO222
3,45762,CALVINI,127130,10,45753,22,3,2,RO222
3,45771,BÂSCENII DE JOS,127131,10,45753,23,3,2,RO222
3,45780,BÂSCENII DE SUS,127132,10,45753,23,3,2,RO222
3,45799,FRĂSINET,127133,10,45753,23,3,2,RO222
3,45806,OLARI,127134,10,45753,23,3,2,RO222
2,45888,CĂNEŞTI,,10,109,3,3,2,RO222
3,45897,CĂNEŞTI,127135,10,45888,22,3,2,RO222
3,45904,GONŢEŞTI,127136,10,45888,23,3,2,RO222
3,45913,NEGOŞINA,127137,10,45888,23,3,2,RO222
3,45922,PĂCURILE,127138,10,45888,23,3,2,RO222
3,45931,ŞUCHEA,127139,10,45888,23,3,2,RO222
3,45940,VALEA VERZEI,127141,10,45888,23,3,2,RO222
2,45959,CĂTINA,,10,109,3,3,2,RO222
3,45968,CĂTINA,127145,10,45959,22,3,2,RO222
3,45977,CORBU,127146,10,45959,23,3,2,RO222
3,45986,SLOBOZIA,127147,10,45959,23,3,2,RO222
3,45995,VALEA CĂTINEI,127148,10,45959,23,3,2,RO222
3,46000,ZELETIN,127149,10,45959,23,3,2,RO222
2,46019,CERNĂTEŞTI,,10,109,3,3,2,RO222
3,46028,CERNĂTEŞTI,127150,10,46019,22,3,2,RO222
3,46037,ALDENI,127151,10,46019,23,3,2,RO222
3,46046,BĂEŞTI,127152,10,46019,23,3,2,RO222
3,46055,CĂLDĂRUŞA,127153,10,46019,23,3,2,RO222
3,46064,FULGA,127154,10,46019,23,3,2,RO222
3,46073,MANASIA,127156,10,46019,23,3,2,RO222
3,46082,VLĂDENI,127157,10,46019,23,3,2,RO222
3,46091,ZĂRNEŞTII DE SLĂNIC,127158,10,46019,23,3,2,RO222
2,46108,CHILIILE,,10,109,3,3,2,RO222
3,46117,CHILIILE,127160,10,46108,22,3,2,RO222
3,46126,BUDEŞTI,127161,10,46108,23,3,2,RO222
3,46135,CREVELEŞTI,127162,10,46108,23,3,2,RO222
3,46144,GHIOCARI,127163,10,46108,23,3,2,RO222
3,46153,GLODU-PETCARI,127164,10,46108,23,3,2,RO222
3,46162,POIANA PLETARI,127166,10,46108,23,3,2,RO222
3,46171,TRESTIOARA,127167,10,46108,23,3,2,RO222
2,46180,CHIOJDU,,10,109,3,3,2,RO222
3,46199,CHIOJDU,127170,10,46180,22,3,2,RO222
3,46206,BÂSCA CHIOJDULUI,127171,10,46180,23,3,2,RO222
3,46215,CĂTIAŞU,127172,10,46180,23,3,2,RO222
3,46224,LERA,127173,10,46180,23,3,2,RO222
3,46233,PLESCIOARA,127174,10,46180,23,3,2,RO222
3,46242,POENIŢELE,127176,10,46180,23,3,2,RO222
2,46251,CILIBIA,,10,109,3,3,2,RO222
3,46260,CILIBIA,127180,10,46251,22,3,2,RO222
3,46279,GARA CILIBIA,127181,10,46251,23,3,2,RO222
3,46288,MÂNZU,127182,10,46251,23,3,2,RO222
3,46297,MOVILA OII,127183,10,46251,23,3,2,RO222
3,46304,POŞTA,127184,10,46251,23,3,2,RO222
2,46313,CISLĂU,,10,109,3,3,2,RO222
3,46322,CISLĂU,127185,10,46313,22,3,2,RO222
3,46331,BĂRĂŞTI,127186,10,46313,23,3,2,RO222
3,46340,BUDA CRĂCIUNEŞTI,127187,10,46313,23,3,2,RO222
3,46359,GURA BÂSCEI,127188,10,46313,23,3,2,RO222
3,46368,SCĂRIŞOARA,127189,10,46313,23,3,2,RO222
2,46377,COCHIRLEANCA,,10,109,3,3,2,RO222
3,46386,COCHIRLEANCA,127190,10,46377,22,3,2,RO222
3,46395,BOBOC,127191,10,46377,23,3,2,RO222
3,46402,GARA BOBOCU,127192,10,46377,23,3,2,RO222
